Location_ID,Location_Name,Location_Type,Region,Population_2021,Unified_Score,Deferred_Reason
SK-0684,Riverview,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0685,Southwood,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0686,Hazeldell,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0687,Nordale,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0688,West Flat,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0689,Westview,Neighborhood,Saskatoon Region,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0690,West Hill,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0691,Midtown,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0692,South Hill,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0693,Sunningdale,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0694,Westmount,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0695,VLA,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0696,Hillcrest,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0697,Palliser Heights,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0698,Lynbrook,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0699,Westpark,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0700,Churchill Park,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0701,Downtown Moose Jaw,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0702,Flying Dust First Nation,First Nations Reserve,Northwest Saskatchewan,600,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0703,Ocean Man First Nation,First Nations Reserve,Southeast Saskatchewan,300,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0704,Red Earth Cree Nation,First Nations Reserve,Central Saskatchewan,700,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0705,Waterhen Lake First Nation,First Nations Reserve,Northwest Saskatchewan,500,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0706,White Bear First Nation,First Nations Reserve,Southeast Saskatchewan,500,,no published StatCan census population (First Nations Reserve — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0707,Baildon,Locality,Southern Saskatchewan,48,40.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0708,Beaufield,Locality,West Central Saskatchewan,53,37.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0709,Blumenhof,Locality,Southwest Saskatchewan,30,35.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0710,Boharm,Locality,Southern Saskatchewan,44,40.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0711,Crichton,Locality,Southwest Saskatchewan,48,35.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0712,Estuary,Locality,West Central Saskatchewan,51,35.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0713,Helena Lake,Locality,Northwest Saskatchewan,42,36.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0714,Hoosier,Locality,West Central Saskatchewan,51,36.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0715,Isham,Locality,West Central Saskatchewan,40,37.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0716,Keeley Lake,Locality,Regina Region,54,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0717,Leacross,Locality,Central Saskatchewan,50,36.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0718,Leinan,Locality,Southwest Saskatchewan,39,36.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0719,Madison,Locality,West Central Saskatchewan,30,36.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0720,Marchwell,Locality,Southeast Saskatchewan,51,36.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-0721,Nemeiben Lake,Locality,Regina Region,40,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
